QUESTION,BT LEVEL
Define CRM and discuss how the CRM can be implemented in the business environment.,Application
Examine how e-commerce facilitates Value Chain and Supply Chain.,Analysis
Explain how auction is related to dynamic pricing.,Comprehension
Compare and contrast Address Verification  System (AVS) and Card verification number (CVN).,Analysis
Provide THREE (3) justification on how would the university community be encouraged to place orders and become loyal customers.,Evaluation
Personalization is becoming an important element in Electronic Commerce. Explain TWO (2) techniques that can be used to learn about consumer behavior and how it can be used to facilitate customer service.,Comprehension
Provide TWO (2) suggestions on how a Web presence help Columbiana's government.,Synthesis
Briefly  discuss  how  TQM  could  be  applied  m  the  management  of  the newspapers' editorials.,Application
"Based on your observation of the local newspaper industry, discuss and state your stance on whether gender affects professional news selection.",Evaluation
Discuss how far you agree with this statement with emphasis on circulation management of a newspaper company.,Evaluation
Argue critically with relevant examples.,Evaluation
Critically discuss the quote above and explain FIVE(5) ways the interest groups can be more effective with relevant examples.,Analysis
Critically analyze and discuss the problems with secondary data. Provide relevant examples to support your answer.,Analysis
Describe the term 'urbanization' and discuss how urbanization influences the development of marketing and advertising strategies.,Comprehension
Critically discuss how demographic characteristics would affect a product development in a foreign market.,Analysis
Analyze and discuss the challenges and opportunities that social media creates.,Analysis
Critically analyze the image above and discuss the strategic decisions associated with the appeals of the advertisement.,Analysis
Show how NLP techniques can be deployed in business.,Application
Suggest THREE (3) ethical considerations that ANA advertisers should take into account in designing commercials.,Synthesis
Create a poster that promote jeans to local senior citizen which appeal directly to a multiracial citizen in Malaysia.,Synthesis
Select a local 'HOMEGROWN' brand and discuss its international marketing mix.,Comprehension
Critically discuss FOUR (4) main dimensions that used to  classify countries based on Hofstede's Cultural Dimensions Theory.,Analysis
Compare and contrast between low context cultures and high context cultures. ,Analysis
Critically discuss the THREE (3) options in handling the international media planning or buying.,Analysis
Design an ideal newspaper organisational chart. Then describe the functions of the respective departments and how they relate to each other � horizontally and vertically.,Synthesis
Demonstrate email and social media approaches to create effective marketing plan.,Application
Examine the two roles and show how newspaper managers can successfully draw a balance between their economic role and social role.   ,Analysis
Suggest a house-style and editorial policies for your newly introduced newspaper targeted at young readers aged between 15 to 25 years.,Synthesis
Examine how conventional newspaper can continue to maintain its circulation with the easy access to alternative information on the web.,Analysis
"As an editor-in-chief, suggest how you can motivate your experienced journalists to remain with your paper.",Synthesis
Discuss the factors that you think may have affected the quality of newspapers in Malaysia and identify the key elements for a successful newspaper .,Analysis
List any five departments and discuss the relations between these departments and the importance of depending on each other.,Analysis
PEST and SWOT are popular strategy tools. Discuss how the TWO(2) tools can be applied in manufacturing business environment.,Application
"Evaluate the performance of Malaysian newspapers and comment on what you think they should do to win back readers, particularly those who show preference for online news.",Evaluation
Prepare a research  proposal on a study that you have to conduct on the purchasing behaviour of teenagers in the Klang Valley.,Synthesis
Evaluate the need for ethics in research.,Evaluation
Explain the case study research method and distinguish between single and multiple case study design.,Analysis
Argue the case for conducting experimental research involving humans and propose guidelines to ensure that the dignity and welfare of the subjects are maintained.,Evaluation
Differentiate between qualitative research and quantitative research in terms of their goal and design.,Analysis
Develop a questionnaire based on at least FOUR open-ended and FOUR closed-ended questions for the interviews.,Synthesis
Analyze the purpose of having a Purchasing Department in an organization.,Analysis
Distinguish Paradox of the Commons from Tragedy of the Commons.,Analysis
Evaluate the three specific effects caused by the applications of information technology on the nature of competition.,Evaluation
"Advise the five steps, as recommended by Porter and Millar, that can be applied by business managers in taking advantage of information technology.",Synthesis
Winer (2001) proposes a 7-component Customer Relationship Management (CRM) Model as a framework to implement a successful CRM program. Evaluate each of the seven components of the CRM Model.,Evaluation
"Davenport (2000) discusses four emerging trends to be considered in designing future enterprise systems. Analyze each emerging trend, its relevance and importance to the designing of future enterprise systems.",Analysis
Apply SWOT analysis in education environment and discuss its impact in the revenue analysis.,Application
Alavi and Leidner (2001) examine how information technology (IT) can be a key enabler in supporting four organizational knowledge management (KM) processes. Critically assess the role of IT in supporting the four KM processes.,Evaluation
PERCEPTION STUDIES based on SURVEY METHOD are useful and common in both academic and market research. Critically evaluate the strategies used  in data collection that can increase the response rate when conducting a survey.,Evaluation
Critically review how a shift in the mental model with a different set of assumptions could change Yahoo.,Evaluation
"With reference  to the case, evaluate the similarities  and differences  between  open mindedness and mental models.",Evaluation
Leaders  often  face  a  dilemma  because  of  a  perceived  conflict  between  the realm of business and the realm of ethics. Compare the characteristics  of leaders who follow a strict rational  self-interest  approach  with  those  who take an ethical approach.,Analysis
Evaluate the appropriateness of drugs advertising by the pharmaceutical firms.,Evaluation
Distinguish clearly between power and authority.,Analysis
Evaluate the types of power Benjamin Fang is exercising in Sun Plantations and explain how this is being eroded by the changes taking place in the environment.,Evaluation
Discuss the extent to which the existence of a conflict between a company's objectives is acceptable.,Evaluation
Discuss and show the impact of CRM strategies in the telecommunication sector.,Application
"Discuss the extent to which it is feasible for a company to 'operationalise' its social responsibility Spirations, that is, whether it is possible to bring these considerations into strategic decision-making in a programmed or systematic way.",Evaluation
"Identify and recommend any appropriate amendments to the proposal presented in order to rectify the errors made in estimating the company's current cost of capital and current value. For each of the revisions, explain the reasons why it should be amended.",Evaluation
"Recommend with justification, a value or range of values to the Board of Directors for the acquisition of ESL Berhad.",Evaluation
"Compare how the internal rate of return (IRR) method, Net Present Value (NPV) and modified internal rate of return (MIRR) method is different.",Analysis
Analyze the product-market options that are available to Associated Meats Sdn Bhd.,Analysis
Use philanthropy approach to manage corporate social responsibility effectively.,Application
"Critically review the strengths, weaknesses,  opportunities and threats of Associated Meats Sdn Bhd in light of the forecast trends and developments.",Evaluation
"Critically appraise the five competitive forces encased within Porter's ""Five Forces"" model within the context of a profit-oriented organisation and discuss the threat posed to the firm by each of these forces.",Evaluation
"Evaluate the nature and effect of significant ""entry barriers"" on the formulation of a strategic plan for a business which is already established in the industry.",Evaluation
Synthesize any FIVE (5) factors that  should be considered  when  devising a safe system to undertake a task in an organization.,Synthesis
Synthesize the need for ventilation as an engineering control.,Synthesis
Assess the reason for hazard communication and the mode of communication practice for chemical safety at worksite.,Evaluation
List FIVE (5) functions of Department of Safety and Health as outline in OSHA 1994.,Knowledge
Define the term project in the context of project management.,Knowledge
Define standard operating procedures as highlighted.,Knowledge
Show in a step by step manner how TQM can be implemented successfully in education sector.,Application
Compare FOUR (4) point of views of entrepreneurs with FOUR (4) for managers the way they look at the things.,Analysis
Being a technopreneur means dealing with innovation. Define what innovation is and also propose FOUR (4) types of innovations you can have in your organization.,Synthesis
Presenting the business plan is very crucial to convince potential consumers and financers. List any SEVEN (7) suggestions for good presentation of your business plan.,Knowledge
List the advantages and disadvantages of Public Offering.,Knowledge
Show your calculations for all THREE (3) options and then discuss which one of the options you prefer.,Analysis
Currently the product life cycle for Apple iPod is in the 'growth stage'. Provide evidence to support your answer.,Evaluation
Define brand audit.,Knowledge
Explain how Porter's concept can be used in education domain.,Application
Discuss how Resource Based View can be implemented in organizations to reinforce financial standing.,Application
Explain how SWOT and Porter's techniques is applied in the manufacturing industries.,Application
Determine  which  sub-stage that the  deal  is currently  in for the  following cases.,Application
Explain Greimas square tool and discuss how it can be applied the aviation industry.,Application
Briefly  discuss  how  TQM  could  be  applied  m  the  management  of  the newspapers' editorials.,Application
Show how NLP techniques can be deployed in business.,Application
Demonstrate email and social media approaches to create effective marketing plan.,Application
PEST and SWOT are popular strategy tools. Discuss how the TWO(2) tools can be applied in manufacturing business environment.,Application
Apply SWOT analysis in education environment and discuss its impact in the revenue analysis.,Application
Briefly  discuss  how  TQM  could  be  applied  m  the  management  of  the newspapers' editorials.,Application
"As a manager in an Information Technology firm, suggest and elaborate any THREE (3) actions that organizations can take as part of the responsibility towards the society.",Synthesis
Suggest and elaborate any TWO (2) efforts or methods that your company may use in order to gain competitive advantage over your competitors.,Synthesis
Explain each inventory control method and suggest TWO (2) types of products for each method.,Synthesis
Discover FOUR (4) characteristic of IT infrastructure to be considered.,Synthesis
Suggest a house-style and editorial policies for your newly introduced newspaper targeted at young readers aged between 15 to 25 years.,Synthesis
"As an editor-in-chief, suggest how you can motivate your experienced journalists to remain with your paper.",Synthesis
Prepare a research  proposal on a study that you have to conduct on the purchasing behaviour of teenagers in the Klang Valley.,Synthesis
Develop a questionnaire based on at least FOUR open-ended and FOUR closed-ended questions for the interviews.,Synthesis
"Use your imagination to create a picture about the story. Then, add one new thing that was not in the story.",Synthesis
"Analyze a work of art in terms of form, color and texture.",Analysis
Design a scientific study to test the effect of different kinds of music on hens’ egg production.,Synthesis
Rewrite the story from an animal’s point of view.,Synthesis
Develop a proof ... and justify each step ... ,Evaluation
"Explain briefly the meaning of the following terms: Demography, Consumer sales promotion , and Media mix",Knowledge
Propose an alternative way to solve …  ,Synthesis
"Design a record, book or magazine cover for...",Synthesis
How would you express ________________?,Comprehension
How would you rank the items given the criteria ?,Evaluation
Analyze the selected information.,Analysis
Design a building to house your study.,Synthesis
Class Facility is an abstract class. Explain what this means,Comprehension
"Write a TV show play, puppet show, role play, song or pantomime about..",Synthesis
"Discriminate the different parts of the story (introduction, development, climax, resolution.)",Analysis
What evidence can you list for...,Analysis
What hypotheses can you develop based on the data ? Why ?,Synthesis
What has the author used to create this effect,Analysis
How does the law of supply and demand explain the current increase in the price of fruit?,Application
Sketch an experiment to see how plants grow in different kinds of soil.,Application
Draw an illustration of the linked list after the execution of each of the statement below. (Use the original illustration for each question).,Application
State in your own words ...,Comprehension
State in one word ...,Comprehension
Name the authors of...?,Knowledge
Write a program that uses nested loops to print the following output:,Synthesis
Prepare a list of criteria to judge ... Evaluate expressions,Evaluation
Draw a diagram explaining how air pressure affects the weather.,Comprehension
Suggest a way to deal with this scenario,Application
Draw a flowchart to accept a number and output its factorial.example 1: input 5 -> 5! = 5x4x3x2x1 -> output 120 ,Comprehension
Create several scientific hypotheses to …,Synthesis
Recall the main components of the flowchart,Knowledge
What criteria would you use to assess...? ,Evaluation
Design or sketch a marketing strategy for your product using a known strategy as a model.,Application
Explain what is happening in the first picture of the story.,Comprehension
How would you justify . . . ?,Evaluation
Can you propose an alternative plan to . . . ?,Synthesis
Create an advertising campaign,Synthesis
"Based on the above dataType class, list all the function members",Knowledge
"Your advice has been sought to settle the following dispute in Company X. Referring to appropriate legal principles, write a short report advising the company on the best course of action to adopt.",Evaluation
Interpret the graph and state how many trees were cut down to produce paper.,Application
Develop a menu for a new healthy foods restaurant,Synthesis
"""Don’t use public instance variables"" is defensive programming techniques. discuss why it is good advice?",Evaluation
Categorize the story into parts and think of a good title for each of the parts.,Analysis
List the __________________ in descending order,Knowledge
Can you explain what is happening . . . what is meant . . .? ,Comprehension
Write an explanation about this topic for others,Application
Name five cities in US.,Knowledge
Can you think of an original way for collect and develop the . . . ?,Synthesis
Judge how well a project meets the criteria of a rubric.,Evaluation
How would you classify the type of ...?,Comprehension
List important information you can remember from lesson….,Knowledge
Can you discriminate the difference parts . . . ? ,Analysis
Compare and contrast the two items and produce a summary of their similarities and differences,Analysis
What would you cite to defend the actions . . . ? ,Evaluation
List the data members,Knowledge
Design a new monetary system or an experiment for establishing.,Synthesis
What do you recall ...?,Knowledge
"In your own words, tell what the story is about.",Comprehension
Justify the object oriented programming concept,Evaluation
Write a poem about the story.,Synthesis
"Write a program to calculate the SQRT for Array elements, you may use the Math class function (sqrt), the Array should include 5 Integer elements. The output should be the array elements along with their SQRT value.",Synthesis
Judge the value of... What do you think about...?,Evaluation
What criteria would you use to evaluate if your answer is correct?,Evaluation
Define Inheritance concept,Knowledge
Recall four facts from the story,Knowledge
Propose a set of alternatives for reducing dependence on fossil fuels that address both economic and environmental concerns.,Synthesis
Construct an alternative way to ...,Synthesis
Write a C++ statement to declare a variable of type musicType name MyTune.,Application
Devise a different way of using X,Synthesis
Describe how interest rates affect the economy,Comprehension
Write a JAVA program to show the Overloading concept,Synthesis
How can you categorize ____ according to...?,Analysis
Can you justify the decisions you have made ? ,Evaluation
Explain why the story has the title that it does.,Comprehension
Memorize and recall the periodic table,Knowledge
Write about your feelings in relation to...,Synthesis
Choose the best statements that apply ...,Application
Identify the key points in the text ,Comprehension
Explain what is meant.,Comprehension
Write a journal from the point of view of mountaineer.,Synthesis
What evidence can you find to suggest that people should be regarded as the most important resource of an organisation?,Analysis
List the fractions you know and can show….,Knowledge
How can you differentiate between...?,Analysis
Create several different strategies to solve a mathematical problem. ,Synthesis
How can you describe _____________?,Comprehension
"Rewrite the story briefly, but change someone or something in it. (For example, substitute a dog for a wolf in The Three Little Pigs).",Synthesis
Explain how the heart is like a pump.,Comprehension
Write 5 new titles for the story that would give a good idea of what it was about,Synthesis
List two local variables in the main function,Knowledge
Discriminate the pros and cons of ____.,Analysis
List the attributes of the following shape.,Knowledge
Judge the validity of arguments for and against astrology,Evaluation
List two reference parameters in the setHour function,Knowledge
Draw a diagram to show the memory configuration after the following statements .... ,Analysis
How can you explain what is meant ...?,Comprehension
Outline how class ArrayList could be implemented using an array,Evaluation
Develop a set of criteria for distinguishing between a good and bad example of this.,Analysis
Rate the following recommendations and set the priority _____.,Evaluation
Can you assess the value or importance of . . . ?,Evaluation
Identify three mistakes from the passage and correct them.,Comprehension
Trace the value of alpha after the following code executes. int alpha[5];int j;alpha[0] = 5;for (j = 1; j < 5; j++){if(j % 2 == 0)alpha[j] = alpha[j – 1] + 2;else alpha[j] = alpha[j – 1] + 3;},Analysis
Sketch a diagram which shows these fractions or take photographs of the fractions. ,Application
Write the definition of displaySize() method for each class,Application
Write a textbook about this topic for others.,Application
Define Method in JAVA.,Knowledge
What data was used to evaluate ____________?,Evaluation
Make a list of the main events of the story.,Knowledge
Explain what is happening...,Comprehension
Explain in one sentence what the method incFromN does,Comprehension
Can you defend your position about ... ?,Evaluation
Name three 19th-century women English authors.,Knowledge
"Demonstrate and illustrate measures of central tendency and dispersion, write a journal entry. ",Application
Write what you might have done.,Application
Analyze a distinction. State the point of view of . . .,Analysis
Predict what would happen if ...,Application
Analyze the following questionnaire. ,Analysis
How can you distinguish the different parts of_____?,Analysis
"Prepare a case to present, and evaluate your view about ...",Evaluation
Name all the characters in the story.,Knowledge
Can you propose a model that would change . . . ?,Synthesis
Define morphology,Knowledge
"Trace the contents of matrix from the following statements int matrix[3][2];int j, k;for (j = 0; j < 3; j++)for (k =h 0; k < 2; k++)matrik[j][k] = j + k;",Analysis
Justify the concept of inheritance and give the sample of code to illustrate your answer.,Evaluation
Can you develop method to handle the following case . . . ? ,Synthesis
Label the parts of the diagram,Knowledge
Write another ending to the story that is different from the author’s ending.,Synthesis
Suggest  any  TWO  (2)  efforts  that  organization  may  perform  in  order  to discourage unethical behavior.,Synthesis
Define factors of production.,Knowledge
Briefly describe FIVE (5) general types of factors of production.,Comprehension
Discuss how Resource Based View can be implemented in organizations to reinforce financial standing.,Application
"In your opinion,  provide  any  TWO  (2)  reasons  why  the  actions  of  one  firm  can significantly affect the sales of the other firms in an oligopoly market. ",Comprehension
Define electronic commerce.,Knowledge
Explain THREE (3) broad categories of e-commerce with examples.,Comprehension
Discuss any THREE (3) ways by which an organization can benefit from e-commerce.,Comprehension
Advise Smith on any FIVE (5) types of information which should be included in the website.,Synthesis
Suggest any THREE (3) specific ways with elaborations on how this new business may utilize the Internet technology to achieve cost efficiency.,Synthesis
Differentiate between data and information using examples.,Analysis
State any FOUR (4) characteristics of valuable information.,Knowledge
Explain the differences between volatile and non-volatile storage.,Comprehension
Suggest THREE (3) specific types of application software  that  may help to  support James's business activities. ,Synthesis
List and describe THREE (3) accounting cycles in an Accounting Information System.,Knowledge
State FOUR (4) basic business activities that are performed in the revenue cycle.,Knowledge
Show in a step by step manner how TQM can be implemented successfully in education sector.,Application
List any THREE (3) practical approaches for payment collection  in revenue cycle.,Knowledge
Compare and contrast Manufacturing Resource Planning  (MRP-II) and Lean Manufacturing.,Analysis
"As a manager in an Information Technology firm, suggest and elaborate any THREE (3) actions that organizations can take as part of the responsibility towards the society.",Synthesis
Illustrate each of these situations with TWO (2) real-life examples.  ,Comprehension
Explain the differences between ethical dilemma and ethical lapse.,Comprehension
Suggest and justify ONE (1) strategy that your company may consider for marketing its products internationally. ,Evaluation
Differentiate between Market Economy and Planned Economy.,Analysis
Provide  each  of  Market  Economy  and  Planned  Economy  with  an example.,Comprehension
Differentiate between a wholesaler and a retailer.,Analysis
"In your opinion, identify the relationship between factors of and a country's economic system.",Comprehension
Briefly  describe  THREE  (3) types  of business  process  that  traditionally organized around functional areas of business. Provide an example of each.,Knowledge
Propose  and justify ONE  (1)  international market-entry strategy that you may consider to market your products internationally.,Evaluation
Construct a basic diagram or figure to demonstrate your understandings on what Information System is.,Comprehension
State a main difference between a customer and a contact.,Comprehension
Identify ONE (1) most likely error of the following quotation.,Knowledge
Determine  which  sub-stage that the  deal  is currently  in for the  following cases.,Application
"Three sales sub-stages: qualification, proposition and negotiation are included in both OpenERP and SugarCRM, before a deal is won. Give a brief description of these sub-stages.",Comprehension
State your recommended solution with justification.,Evaluation
Explain TWO (2) ways on how monopoly harms consumers and hurts the economy. Justify and illustrate your answers.,Evaluation
Suggest and elaborate any TWO (2) efforts or methods that your company may use in order to gain competitive advantage over your competitors.,Synthesis
Justify your answers with elaborations by providing any TWO (2) reasons.,Evaluation
Differentiate between data and information using a real life example.,Analysis
Briefly  discuss  on the  difference  between  volatile  and  non-volatile storage.,Comprehension
Briefly discuss any THREE (3) specific internet technologies or tools that are commonly found in providing support for business activities.,Comprehension
Provide a real life example on conflict of interest situation.,Comprehension
Illustrate  your understanding for oligopoly competition and monopolistic competition using ONE (1) real life example for each.,Comprehension
Briefly discuss any TWO (2) consequences for whistle-blowing activity.,Comprehension
Explain how Porter's concept can be used in education domain.,Application
List any TWO (2) real life examples of  the  organization  that implement the clicks-and-bricks B2C E-Commerce.,Knowledge
Provide THREE (3) examples of input devices.,Knowledge
Identify and discuss THREE (3) issues on employee productivity problems that companies face.,Comprehension
Briefly provide any TWO (2) real life situations to illustrate on ethical dilemma.,Comprehension
Propose  an  e-commerce  classification  model  that  suits the  needs  of  John's business. Justify your answer.,Evaluation
Explain the concept of clicks-and-bricks model in e-commerce.,Comprehension
Explain each inventory control method and suggest TWO (2) types of products for each method.,Synthesis
List   THREE  (3) advantages  and  TWO  (2)  disadvantages codification.,Knowledge
Identify and discuss THREE (3) issues on employee productivity problems that companies face.,Comprehension
Give FIVE (5) differences between the bitmapped image  and vector graphics.,Comprehension
Illustrate how the Variable Length Encoding algorithm can be used to encode symbols 'SOOOSAY T '.,Application
Explain THREE (3) differences of Red Green Blue (RGB) and Cyan Magenta Yellow (CMY).,Comprehension
Give FIVE (5) guidelines when creating storyboarding.,Knowledge
Discuss any THREE (3) advantages why digital video is preferred for video editing and post production.,Comprehension
Give TWO (2) differences between  Unicode and IS0-8859 text encoding formats.,Comprehension
Define pixel.,Knowledge
Name  the  TWO  (2) categories and explain the differences between the two categories.,Comprehension
"Explain the WMA, AVI, and QuickTime video format.",Comprehension
Recommend to the management whether to use MP3 or RealAudio file format images and state THREE (3) reasons for your recommendations. ,Synthesis
Determine the number of possible colors and calculate how much memory is required to represent the following bitmap images.,Application
Justify which digital video file format you would use for your movie.,Evaluation
Bitmap images imported into a Macromedia Flash presentation have limitations on how these images can be animated. Elaborate on these limitations that may affect the output of the animation created by Albert.,Comprehension
Suggest an alternative to Albert on how the above limitations may be overcome.,Synthesis
Explain about interactive multimedia.,Comprehension
Multimedia is shifting from being localized (contained on a CD-ROM) to being distributed (available on the World Wide Web). Give FIVE (5) implications on this.,Knowledge
Estimate the number  of bytes required  for the storage of a full 5 minutes performance at CD quality audio.,Application
Briefly explain about Nyquist Theorem.,Comprehension
"Using Nyquist Theorem,  calculate  the  maximum  sampling  rate to avoid aliasing.",Application
Suggest THREE (3) steps that Annie should do in multimedia authoring.,Synthesis
Give FOUR (4) advantages of multimedia application in education.,Knowledge
"Describe each of the media types: captured, synthesized, discrete and continuous. Classify all the multimedia elements into the media types that described above.",Comprehension
Explain on multimedia delivering on World Wide Web.,Comprehension
State and discuss on the general features of authoring tool.,Comprehension
Justify why Benny used MP3 instead of other audio format.,Evaluation
"Using Nyquist Theorem, calculate the maximum sampling frequency.",Application
Briefly explain TWO (2) common techniques for data compression. Illustrate your answer with an example of each type of compression.,Comprehension
Briefly explain any TWO (2) reasons why multimedia is important for education.,Comprehension
List and explain the TWO (2) processes that can be done with the areas of the image that should be displayed in some color which is not available in the reduced palette.,Comprehension
Derive the data rate that is generated by the digitization procedure in each case assuming that the Nyquist theorem is applied with 12 bits per sample for the speech signal and 16 bits per sample for the music signal. Give your answers in kilo -Byte-per-second (kB/s).      ,Application
Determine  the  memory  required  to  store  a  2  minutes  passage  of stereophonic music. ,Application
Comment on the most appropriate methods in which to deliver such a presentation and also address the merits of the methods you suggest in your solution.,Evaluation
Show how you would use Huffman coding to encode the following set of tokens.,Application
Calculate the compression ratio for the compressed file.,Application
Explain why a 30-second video clip (containing 25 frames per second) will occupy less disk space than 750 JPEG images of the same size.,Comprehension
Describe how SPATIAL Compression and TEMPORAL Compression are used in video compression.,Application
Describe what multimedia is.,Knowledge
Define FOUR (4) common authoring metaphors and its advantages and disadvantages.,Knowledge
Give FIVE (5) differences between the bitmapped image and vector graphics.,Comprehension
Give FIVE (5) differences between GIF and SWF.,Comprehension
Estimate the time it would take to transmit the performance  over a network with 64 kbps.,Application
Discuss  how  inverse  kinematics  helps  in  simplifying  the  task  of  animating jointed  structures.,Comprehension
Elaborate ONE (1) scenario where text would be more effective than audio and ONE (1) scenario where audio would be more effective than text in the passing out of data. Explain your answer.,Comprehension
GIF and SWF file format can be used to create animations. Compare and state the major advantage and limitation of using GIF rather than SWF for creating animations in webpages.,Analysis
Explain the idea of MIDI file format in storing and playback of audio data.,Comprehension
Explain how MIDI file format will be more useful than other audio file formats in a certain scenario.,Application
Propose a multimedia presentation for UTAR to promote bachelor's degree courses to potential applicants.,Synthesis
Apply the zero length suppression on the token stream.,Application
Apply the run length encoding on the token stream.,Application
"From your opinion, explain which one of the methods mentioned earlier is better for the given token stream.",Analysis
Explain why 3D animation requires much time consuming and complicated in the development phase compared to 2D animation.,Analysis
Predict the challenge to implement an augmented  reality  application  in  UTAR campus.,Application
Design  a possible website structure to teach writing skills to children aged 4-6. There should be at least 3 components.,Synthesis
Explain why lossy compression gives better compression.,Comprehension
Outline THREE (3) uses of digital audio in the multimedia presentation.,Knowledge
Briefly discuss how spatial compression is different from temporal compression.,Comprehension
Suggest how multimedia applications may  be used for each of the scenarios below. (i) IT Avenue will be organising a road show at various shopping malls to promote a new model of mobile phone from Nokia.,Application
Explain why a less experienced multimedia developer (including non-programmers) always opts for multimedia authoring tools to easily create an interactive application.,Comprehension
Explain whether Howard can have the video streamed effectively at 1 Mbps data rate on a 1 Mbps Internet  connection.,Evaluation
Suggest any THREE (3) scenarios where users  may benefit from using video calls in their communication.,Synthesis
Compare this piece of music with the music recorded in CD quality. ,Comprehension
"Audio plays an important role in the development of multimedia. Illustrate the relations that exist between Wavelength, Frequency and Pitch of a digital audio.",Comprehension
"Video got its start on cathode ray tube television systems, but has moved on to be used in many more applications. Relate the video transmission on television sets and computer monitors with interlacing and progressive  scan techniques",Analysis
Fill in the detail of typeface properties base on the following illustration.,Knowledge
Distinguish the difference between low pass filter and high pass filter.,Analysis
Explain what is meant by the term Interactivity.,Comprehension
Highlight  THREE  (3) differences  between  bitmap  images  and  vector  graphics.,Comprehension
"Considering linear multimedia and interactive multimedia, suggest the best solution to the shopping mall's management.",Synthesis
"Nancy  intends  to  include  text  for  her  multimedia  presentation.  As a multimedia specialist, provide TWO (2) guidelines to Nancy when working with text.",Knowledge
"Based  on  your  understanding,  highlight  THREE  (3)  differences  between vector graphics and bitmap images.",Comprehension
Recommend THREE (3) factors to be  taken  into  consideration  on  the preparation of digital video delivery via low bandwidth networks and low-end computer systems.,Synthesis
"Briefly  explain  why  authoring  software  is considered  as  ""high level  tools"" whereas programming languages are known as ""low level tools"".",Comprehension
Explain why VLE could be better than RLE for this case.,Comprehension
Calculate the number of bytes required to store a minute of stereo sound at DVD quality with the resolution of 32 bits. Show your working and calculation.,Application
Discuss any TWO (2) application areas where multimedia can be used in education environment.,Application
Explain the usage of multimedia in healthcare.,Application
Discuss  any THREE  (3) negative  impacts  of entertainment  media to our society.,Comprehension
Discuss  ONE  (1) similarity  and  ONE  (1) difference  between  virtual  reality and augmented reality.,Analysis
Name the keyword in an ABAP program that can be used to invoke the debugging mode.,Knowledge
Write an ABAP program that allows the user to key in a positive integer value.,Synthesis
Provide   (with  explanations)   THREE  (3)  differences Programming and System Programming.,Comprehension
Write a Java loop that will display the phrase one  more time four times. Include any declarations or initializing statements that are needed.,Comprehension
Write a Java program that lets the user enter a year and checks whether it is a leap year.,Synthesis
Give the difference between parameter and formal parameter.,Comprehension
Rewrite the following program so that it is formatted properly.,Application
Rewrite the following if statement using a switch statement.,Application
Use Java math class and write the java statement for d = 2 * 2 + y * 2.           ,Application
Compute the distance between the two points with the following formula.,Application
Detect error(s) in the following segment of codes and rewrite the codes with correction of the error(s).,Comprehension
Explain how the increment or decrement operators affect the result of p.,Comprehension
Explain the concept of narrowing conversion. Indicate in code how the conversion is done.,Comprehension
Give the three (3) categories of primitive data types and briefly explain what each category is used for.,Knowledge
Identify and correct the error(s) in the following statements.,Comprehension
Provide three (3) situations whereby it will be useful to use reference variables as parameters.,Knowledge
Provide the suitable commands to help her to compile and run her Java program.,Knowledge
Translate the following algorithm into Java code,Comprehension
Use a switch statement to rewrite the following if statement.,Application
Simplify the return statement in the max method using the ternary operator,Comprehension
"Given that a = -10, b = 2, c = 5 and d = 0. Evaluate the following relational and logical expressions:",Application
Draw a flowchart that represents the following codes.,Comprehension
Name and describe the two ways that the data source window allows data to be viewed.,Comprehension
Write a statement to set the visibility property of Label1 to the checked property of checkBox1.,Comprehension
Write an assignment statement that disables a radiobutton named radioButton.,Comprehension
Explain how a Close method behaves differently for a modelessform (using the show method) compared to a modal form (using the showdialog method).,Comprehension
Name five types of common dialog boxes.,Knowledge
Find the errors and rewrite the corrected codes.,Comprehension
State  the  differences  between  Items Add  method  and  Items Insert Method in Combo Box.,Knowledge
Explain how SWOT and Porter's techniques is applied in the manufacturing industries.,Application
Briefly explain the difference between Form Load event and Form Activated  event.,Comprehension
Discuss   POST   and   GET  methods   in  relation   to   idempotent   and   non-idempotent requests in the context of bank industry.,Comprehension
Explain THREE (3) advantages of MVC (Model View Controller) pattern in developing  web  applications.,Comprehension
Explain 3-Tier architecture in the context of Java Web Architecture at server side.,Comprehension
Explain how RequestDispatcher mechanism in the context of Servlet and JSP technology  has the ability to  facilitate updating  and maintaining  information on job  advertisements  across  several  dynamic  web  pages.,Comprehension
Explain Greimas square tool and discuss how it can be applied the aviation industry.,Application
"Compare between URL, re-writing and Hidden Form field methods in respect of similarities and differences in the context of session management in Web environment.",Analysis
Identify and explain the possible consequences of connecting a database with a web application without using database pooling method.,Comprehension
Discuss ONE (1) advantage and ONE (1) disadvantage of BASIC and FORM based authentication mechanisms.,Comprehension
Explain the benefits of Secure Sockets Layer (SSL) in the context of web security.,Comprehension
Explain  the  concept  of  Java  Bean  with  an  appropriate  example  and  code snippets in the context of Servlet and JSP technology.,Comprehension
Discuss the effectiveness of using Expression Language (EL) compared to other methods in JSP.,Analysis
"Implement working codes for presentation, business and data layers.",Application
Propose Java Web architecture diagram for the above case study and explain.,Synthesis
Discuss the usefulness of HttpSessionActivationListener in web applications.,Comprehension
Describe  the  differences  between  HTTP  session  listeners  and  servlet  request listeners.,Comprehension
"Using an appropriate example, prove that listeners are able to manage resources effectively  in  web  applications.",Evaluation
"""HTTP POST method is better suited to send confidential information compared to HTTP GET method in web applications."" Justify the statement.",Evaluation
Explain the impact of using SendRedirect method in terms of response time.,Comprehension
